sentence1,label
খাদ্য ভাল অসাধারণ অভিজ্ঞতা,positive
চমৎকার জায়গা স্বাদ উপভোগ,positive
ফালতু সেবা কখনো অর্ধ ঘন্টার অপেক্ষা রাখতে বলেছিল রাখতে পারবো না আবর্জনা,negative
"মূল্যবান, কিন্তু একবার চেষ্টা একবার মূল্য, অন্তত একবার",negative
"আমরা চলে যাই, কখনো ফিরে আসব না",negative
এটি পুরু এবং সামান্য লঘু,negative
আপনি যদি থাই পাউরুটি পছন্দ করেন তবে আমি অবশ্যই সাগরকে সুপারিশ করব,positive
"যদি আপনি একটি খারাপ পর্যালোচনা লিখে থাকেন, কারণ আপনি রাও এর সব কি জানেন না।",positive
জামাইকান গ্রিল চিকেনটা স্বর্গীয় একটা ভালবাসা সর্বদা জন্যই যাই দামী চমত্কার,positive
আশ্চর্যজনক খাদ্য মহান আতিথেয়তা সত্যিই প্রভাবিত হওয়ার মত,positive
চমৎকার স্বাদের খাবার ডোসা স্বাদ সেরা,positive
পিজাটা চমৎকার বন্ধুদের পছন্দ হয়েছে,positive
পুরাই ফালতু খাবারের মান বাজে বাড়তি খরচ অনুযায়ী খাবারের পরিমান খুবই কম ছিলো মিলিয়ে প্রত্যাশা পুরন হয়নি,negative
খারাপ সেবা ওয়েটার অসুস্থ আচরণবিশিষ্ট আসা করত,negative
চমৎকার জায়গা সেবা ভাল,positive
চিংপ এবং স্প্যাগেটি মহান লবস্টার স্যান্ডউইচ ও স্ক্যান্ডপ্লেস ভাল ।,positive
এটা ভাল খাদ্যের জন্য একটি ভাল জায়গা,positive
সম্ভাবনা এটি একটি কৌতুক,negative
আমি মনে করি স্টাফ ডিজনির চেয়েও ভাল ছিল।,positive
এই জায়গা অবিশ্বাস্যভাবে ক্ষুদ্র।,negative
সবকিছু ঠিক লোকেরা প্রচুর পরিমাণে প্রশস্ত পরিবেশ প্রয়োজন,positive
কোরিয়ান চিকেনটা সত্যিই ভাল সবাইকে সুপারিশ করব,positive
এই জায়গাটি ভীশন খারাপ।,negative
শেফ খাদ্য পরিবেশিকার জ্ঞান কম,negative
গতকাল বন্ধুদের সাথে ইফতারের ডিনার সেবা ভাল খাদ্য গুণটা ঠিক প্রস্থান অর্ধেক সম্পন্ন নিম্ন মানের কাবাব পাবেন ব্যতীত,negative
ভাল মানের খাদ্য,positive
"তারা বাইরে থেকে ঠান্ডা বাতাস বন্ধ করে দেয় না,যদিও লাল স্লাইডিং দরজাগুলি অনন্য হয়।",negative
ভালো খাবার সস্তা দাম,positive
খাদ্যে শুধু সন্ত্রস্ত দর্শন লগ চেষ্টা না মিস করত,positive
যুক্তিসঙ্গত দামের মহান খাদ্য ।,positive
রমজানের খাবারের গিয়েছিলাম এক জামাইকান ভাজা মুরগীর মাংস খাবারটি সম্পূর্ণ ঠান্ডা জামাইকান ভাজা মুরগী চিকেনটা শক্ত সুস্বাদু না সময়ে খাবার ভর্তি খাওয়ার অযোগ্য কয়েকবার গিয়েছিলাম ধরনের অভিজ্ঞতা না জানতাম শিট খেতে রেগুলার মেনুই অর্ডার করতাম একেবারে প্রতারণা,negative
ভালো খাবার চমৎকার বন্ধুত্বপূর্ণ কর্মী বাতাবরণ,positive
আমি এখানে কয়েকবার এসেছি এবং প্রভাবিত না হয়ে পারিনি।,negative
কাজের জায়গাটি একটি গরম ব্যাগেল দখল করার জন্য বেশ ভাল জায়গা।,positive
"গত রাতে ২ বছরের বার্ষিকী চলছিল, কাগজ গুলি ছাপানো ছিল না।",negative
"ভূমধ্য সালাদ খেতে পারেন, এটা আপনার স্বাদ কুঁড়ি জন্য একটি ভাল অভিজ্ঞতা !!",positive
খাদ্য পরিষেবা পরিবেশ পরিধান মহান কোয়ালিটির মানের মান সময় পাস সবচেয়ে ভাল জায়গা জায়গা নিশ্চয় পছন্দ না,positive
টাকা নষ্ট চেষ্টা করব না,negative
"বন্ধুকে জায়গা সম্পকে সুপারিশ করেছে, সবসময় এটা ভাল প্রতিক্রিয়া পায়",positive
জ্যামাইকান গ্রিল প্লেটারটা সত্যিই ভাল,positive
"আমি এএস-এ- ব্যাগেলকে ভালোবাসি, কিন্তু আমি পশ্চিম দিকে থাকি, তাই আমি প্রায়ই সুবিধার জন্য মারের কাছে যাই।",positive
"কেউ শেফে গিয়েছিলে, সব টাকাতো অভ্যন্তর প্রসাধনের মধ্যে গিয়েছে।",positive
জ্যামাইকান ভাজা থালা সত্যিই ভাল,positive
"একটি জগাখিচুড়ি তৈরীর সত্ত্বেও, এটা মজা এবং বেশ সুস্বাদু ও টন ছিল।আমরা crawfish ছিলাম",positive
তারা যে ভাল করছে-আমি ফিরে নোয়া trang যাও আক্ষরিক গরুর মাংস cubes জন্য একটি শত বার হয়েছে।,positive
"চমৎকার পরিবেশ,বন্ধুত্বপূর্ণ সেবা সুস্বাদু ভাল খাবার।",positive
বাংলাদেশের সেরা খাবার,positive
দাম তুলনা ডাবল কোয়ার্টার নোড়া বার্গার নম্র সবকিছু ঠিক জিজ্ঞাসা প্রতিটি টেবিলের যথেষ্ট ক্ষুধার্ত বাজেট বার্গার ভাল কামড় জায়গা,positive
দুপুরের খাবার খাচ্ছি মান খাবার মহান প্রিয় জায়গা এক,positive
খাবার সুস্বাদু ছিল এবং ওয়েটার ছিল অবিশ্বাস্যভাবে সহায়ক এবং মনোযোগী ছিল (আমরা প্রথম ঘন্টার জন্য শুধুমাত্র সেখানেই ছিলাম)।,positive
খাওয়ার গ্রেট জায়গা সত্যিই কোরিয়ান চিকেন প্যারিস উইংস পছন্দনীয় পাশাপাশি সার্ভিসটাও চমত্কার মহান,positive
খারাপ অভিজ্ঞতা খুবই বাজে মিউনিস দেয়নাই পিজর সাথে পুরা অপ্রতাশিত,negative
"আমি অনেক আগে ম্যানহাটানের থাই রেস্টুরেন্ট করেছি, এবং Toons পর্যন্ত আমি পেয়েছিলাম সেরা থাই খাদ্য (আমার মায়ের অবশ্যই ছাড়া)।",positive
"$ 760 এর জন্য 2 জন লোক, একবার এটি একটি জীবন্ত অভিজ্ঞতার জন্য।",negative
ডাফ পুনর্বিবেচনার Bukhara তারা দুটি নতুন জায়গা খোলা অনুমান মন্দ তাদের চেষ্টা আউট।,positive
"45 এক মাসের NYC দেখার জন্য,আমরা নেপলসে একটি বিস্ময়কর খাবার ছিল",positive
জায়গায় পছন্দ গর্ববোধ এন পছন্দ,negative
শুধু জায়গাটি পছন্দ খাদ্য মসলাযুক্ত এমনকি অতিরিক্ত দামী সেবা দেখার চাই না কোমল ড্রিঙ্কস এমনকি বিকল্প,negative
আমি ভালোবাসি atmorphere @ পিপ,positive
অ্যামেজিং খাদ্য মহান সেবা,positive
বাইরে ঠান্ডা বাতাস বন্ধ না লাল স্লাইডিং দরজাগুলি অনন্য,negative
"আমরা আমাদের আলাপটি বহন করতে পারিনি কারণ আমরা ওয়েট্রেস এবং চাকরদের নিয়মিতভাবে বাধা দিয়েছিলাম এবং নির্দেশ দিয়েছি যে আমরা খুব বেশি সময় কাটিয়েছি - আশ্চর্যজনক, আমরা কেবল বসে ছিলাম।",negative
খাবার পছন্দ হয়েছে সার্ভিস ভাল না,positive
আরো কি আপনার জন্য অনুরোধ করতে পারেন?,positive
ঘুরাঘুরি সুন্দর স্থান আরামদায়ক সময় এক মহান খাদ্য মহান পরিবেশের চমৎকার মূল্য,negative
"আমি বেশ কয়েকবার হয়ে,সম্পূর্ণভাবে আঘাত পেয়েছি,।",positive
স্টার খুবই ভাল রেস্তোরাঁ পরিবেশটা চমৎকার অপুর্ব খাবার পুরোপুরি ওয়েটার পরিবেশিত শুধু রেস্টুরেন্ট ভালবাসি,positive
এছাড়াও তারা ছিল $ 15 প্রতিটি!,negative
আমি এই জায়গার খারাপ পর্যালোচনা পড়ে খুব দু: খিত হয়েছিলা,negative
তাজা রসুন বা বেগুন সঙ্গে প্লেইন পিজা তৈরি করার চেষ্টা করুন,positive
খাবারের স্বাদ ভাল না তাছাড়া তুলনায় অতিরিক্ত দাম ধানমন্ডি শাখার ডেকোরেশন বিশেষ,negative
জায়গার খাবার সার্ভিস সবকিছুই ভালোবাসা নিখুঁত,positive
ভাল খাবার ওয়েটাররা ভাল আচরণ,positive
এটা সুস্বাদু!,positive
আশ্চর্যজনক সিলিং,positive
হ্যাঙ্গআউটের চমৎকার জায়গা সেবা ভাল,positive
"তাদের সব সালাদ হয় মহান,তারা বিভিন্ন ক্রিম cheeses একটি বিশাল নির্বাচনে আছে ।",positive
ধানমন্ডি শাখাতে সবচেয়ে ভয়াবহ অভিজ্ঞতা ড্রিঙ্কস ছাড় প্রস্তাব ফ্র্যাপে রাতে গত রাত পছন্দ এমনকি নম্বরে যাচাই দোকান খোলা সেবা বঞ্চিত নয় প্রদানের ওয়েটার একটা সময় গ্রহণ আসা দেখেছি ওয়েটার পরিচালক বিতর্ক থার ক্লায়েন্ট সমাধানে যায়নি ছোট ওয়েটার টেবিল হাটছিলাম অন্যান্য ওয়েটার থামাতে প্রণীত আক্ষরিক থামিয়েছিল আসছে নেন ওয়েটার সমাধান পরিচালক চ্যাট বছরে ফিসফিস আরো ভালো উভয় ফ্র্যাপে পরিবেশন না উপাদানগুলো পরিমাণ স্বল্প আক্ষরিক ড্রিঙ্কস বন্ধের সময় কাছের মানুষ না প্রস্তাব চলছে না ড্রিঙ্কস প্রতিটি উপাদানের পরিমাণ স্বল্প বলেছিলেন চাইনি আন্তর্জাতিক চেইন সার্ভিস সম্পূর্ণরূপে বঞ্চিত আমিও শুক্রবার রাতে ধানমন্ডি শাখায় পিজা ভয়ানক উল্লেখ তোলে গুলশান শাখায় পিজা মত না সত্যিই সত্যিই অজ্ঞ মনোভাব হতাশ সন্দেহ কখনো যাব,negative
সবচেয়ে বাজে অভিজ্ঞতা জায়গাটি ছবিরটার মত নয় খাবারের মান খুবই ভয়ানক স্পাঘেটিকে অর্ডার দিয়েছিলাম লবণাক্ত ডিশ দিয়েছিল একদম বিশ্রী স্বাদ খারাপ খাবার খেয়ে ভমি দিয়েছিলাম গন্ধ খারাপ এক শব্দে সবচেয়ে খারাপ মুরগি ফ্রাই অর্ডার দেখলাম লবণাক্ত খাওয়ার অযোগ্য সেবা খারাপ থালা পরিবর্তন একজনকে জিজ্ঞেস করলাম পারবেনা জায়গাটা একদমই রিকমেন্ডড না,negative
পরিবেশ লালবাগ রেস্টুরেন্টে বেশী ভালো সেবা শুভ নয় সীমাহীন পরিবর্তন সময় দেব চেষ্টা,positive
খাদ্য পছন্দ মুখ জল এছাড়াও পরিবেশ খুবই ভালো লাঠিগুলো বন্ধুত্বপূর্ণ অল্প সময় লেগেছিল সুস্বাদু খাবার ভাল পরদিন সকালে লীঢ় খাওয়া উচ্ছিষ্ট রাতের খাবার শেষে বাড়ি গিয়েছিলেন দাম পাশাপাশি যুক্তিসঙ্গত করলো এছাড়াও ভবন স্ব পার্কিং সুবিধা ড্রাইভিং,negative
"Svc একটি বিট অদ্ভুত হতে পারে সময়ে, esp যদি আপনার বড় গোষ্ঠী আছে, কিন্তু সামগ্রিক রেস্টুরেন্ট অবশ্যই আবশ্যক!",negative
আচরণ সার্ভিস খুবই সন্তুষ্ট খাবারের মান ভাল খুশি নিশ্চয়ই জায়গাটায় আসব সর্বোপরি আচরণ ভাল,positive
সত্যিই সুস্বাদু খাবার সাথে ইম্প্রেসিব সার্ভিস,positive
ওয়েটার দের একদম ফালতু ইটা কাসে আসা সিল না পুরাই জঘন্য রাবিশ,negative
অবশেষে একটি নির্ভরযোগ্য চীনা রেরেস্তোরাঁ!,positive
রেস্টুরেন্টে ডেকোরেশন আকর্ষণীয় না খাবার ভাল চমৎকার না ওয়েটার আরো ভদ্র অভদ্র খাদ্য অতিরিক্ত দামী খাদ্য চুল নি যাইহোক অবহিত যেহেতু তাড়ার,negative
"যদি আপনি ওয়াইন এবং পনির এবং স্বাদ ফরাসি ফরাসি ভাড়া চান, আপনি শিল্পীকে ভালোবাসবেন!",positive
শহরে শ্রেষ্ঠ বার্গার এতদূর অপেক্ষাকৃত কম মূল্য বার্গার সরস গোলগাল ধানমন্ডিতে বার্গার ধরনের ভাল স্বাদ আনন্দিত,positive
রেস্টুরেন্টের লোকেরা বেশ অপ্রীতিকর এবং উওেজিত।,negative
মহান স্বাগত বায়ুমণ্ডল পিজা সর্বশ্রেষ্ঠ সেরা,positive
দোসা সত্যিই খাওয়া মুরগির তরকারি,positive
বলার অপেক্ষা রাখে না কখনোই যাব না আপনাকেও সতর্ক থাকতে,negative
Bagels কল্পিত হয়।,positive
খাবারের মান যথেষ্ট ভাল ছোট সত্ত্বেও জায়গাটি ভালভাবে ডেকোরেটেড দামও যুক্তিসঙ্গত,positive
তোলে ঠিক অর্থের না মান বিট দামের ড্রিঙ্কস খাদ্য খরচ যোগফল ওপর ভ্যাট যোগ করুন অনুমান দর্শন লগ ড্রিঙ্কস ভ্যাট চার্জ পারবে না ওয়েল এম না নিশ্চিত,negative
"আমরা স্বাদ অনুভূতি দ্বারা আনন্দিত ছিলাম,শুরুতে এপেটাইজার থেকে, স্ক্ল্পগুলি অবিশ্বাস্য ছিল, চকোলেটের সুস্বাদু চকোলেট সসফেলের সাথে রাস্পবেরি টাকশালের শবের সাথে",positive
ছাপানো খাদ্য সঙ্গে না,negative
স্টাফ খুব সুবিধাজনক।,positive
শহরে সর্বাধিক সুস্বাদু বার্গার,positive
এফএনএফ ছোট করুন একসাথে ভাল জায়গা খাদ্য মান ভাল বিশেষভাবে পিজা ভালোবাসি,negative
"যাইহোক, এটা ঠিক যে রাস্তার নিচে আরো একটি আশ্চর্যজনক জায়গা আছে।",positive
আমি এনওয়াইসি দেখি যাতে সুন্দর সুন্দর বলতে পারি!,positive
অত্যন্ত খারাপ আচরণ খাদ্য আপ টাকা না,negative
এটি অবশ্যই মহান স্পট তারিখ একটি চমৎকার অনুষ্ঠান,positive
এটি মহা মূল্যবান সুস্বাদু খাদ্য কিন্তু একটি ঠান্ডা দিনে এখানে যান এবং দরজার সামনে বসবেন না।,positive
কোরিয়ান চিকেনটাই পরিবেশন সবচেয়ে ভাল খাবার মাশরুম স্যুপটাও ভাল অন্যান্য অধিকাংশ খাবার লবণ দিয়ে পূর্ণ সেবা পরিবেশও চমৎকার,positive
আমি একেবারেই এই জায়গা পছন্দ করেছি,positive
একটু বেশি দামী কিন্তু আপনি একটি কামড় দিতে এর মূল্য দিতে হবে,positive
"আপনি ছেড়ে যেতে চাইলে হবে না,ভিতরে যান",positive
খাবারের আইটেমগুলো চমৎকার সস্তা ভাল জায়গাটা ছোট ডেকোরেশটা সুন্দর,positive
শুধুই এটা করবেন না,negative
উইংসের অফারটা ভাল আমাদেরটাতে তিনটি স্বাদ সবই ভাল রাখেন,positive
সসে জল ছিল এবং খাবারে তেমন স্বাদ ছিল না।,negative
"যদিও, সার্ভার রাজস্ব ড্রাইভিং প্রশিক্ষণ বলে মনে হয় যে সত্য,তবুও সবচেয়ে বিরক্তিকর জিনিস।",negative
খুব জনপ্রিয় শৈলী Izakaya (ধৈর্য এবং বন্ধুত্বপূর্ণ খাবারের ছোট অংশ)।,positive
আমি এই জায়গাটা ভালবাসি.,positive
আমি সমস্ত শহরের সেরায় ভারতীয় খাবার কল্পনা করতে পারি না।,positive
স্পষ্টতই জানেন একটি পাই যা লোকেরা দ্বারা চালিত,positive
খাদ্য খারাপ মান পরিমানের কম,negative
পুরাতন শহরে ডোসা লাজাবাব সবচেয়ে ভাল খাবারের দোকান খাবারগুলো তাজা সুস্বাদু,positive
জায়গাটা বেশি জোস সবসময় খাবার সার্ভ ইনশাআল্লাহ সফলতা আসবে,positive
ইফতার প্লেটার খেয়েছিলাম জামাইকান চিকেনটা ভাল ফ্রাইড রাইসটা ভয়ানক ওলিব ওয়েলের গন্ধ সালাদটাকে ধ্বংস দিয়েছে,negative
আশ্চর্যজনক কিছুই সত্য থেকে আরও হতে পারে।,positive
জট্টিল খাদ্য সুন্দর প্রসাধন সামগ্রিক রমণ চমৎকার জায়গা,positive
মহা মূল্যবান সুস্বাদু খাদ্য ঠান্ডা দিনে দরজার বসবেন না,negative
"আমার 48 তম Pongsri সঙ্গে প্রেম ছিল, কিন্তু Suan এর তুলনায় এটা পরিষেবাতে ধীরে এবং overpriced হয়।",positive
চমৎকার পরিবেশ খাবার ভয়ানক দাম বার্গারটি গরম রুটির মত হয়েছিল,negative
ওয়েল জানি না সঠিক জায়গা গতকাল পুরো পরিবারের সাথে স্থানে গেলেন স্থান কর্মীদের সন্ত্রস্ত আন্তরিক নরকের মত সুস্বাদু স্থান সম্পর্কে সবচেয়ে আশ্চর্যজনক জিনিস মূল্য পরিসীমা আক্ষরিক টাকা ধরনের থাকতে সামগ্রিকভাবে পছন্দ আরো না,positive
প্রথমে জায়গাটি খুঁজে পেতে দীর্ঘ সময় নেয়,negative
ভালো খাবার এন চমৎকার সেবা,positive
"আপনি জুজু, টুপি বা তাদের খাদ্য ভাল মূল্যযুক্ত ওয়াইন তালিকা উপর চমৎকার বিয়ারের সঙ্গে ।",positive
গতকাল পিজা কেনা ভালো বাঞ্ছনীয়,positive
খারাপ কখনো অভিজ্ঞতা রেস্টুরেন্ট মত মানুষ পর্যালোচনা করুন নয় খাদ্য পরিমাণ সিদ্ধান্তগ্রহণ খাদ্য স্বাদ আগের মত নয় খারাপ দাম বজায় না দিবস,negative
বন্ধুত্বপূর্ণ স্টাফ ভাল খাদ্য সুপরিচিত পরিবেশ,positive
"আপনি বিরক্ত করতে চান না, ইতিমধ্যে আশেপাশে এবং আপনি একটি ভাল জায়গা জন্য দূরে যাচ্ছেন",negative
জ্যামাইকান বিবিসি সেরা চমৎকার পরিবেশ ধন্যবাদ,positive
খাবার গ্রেট জায়গা সত্যিই কোরিয়ান চিকেন প্যারিস উইংস পছন্দ সেবা পাশাপাশি প্রশংসনীয় মহান,positive
সত্যি ধানমন্ডির বার্গার পেয়েছিলাম আশা সুনাম,positive
"জায়গাটি তার মহান ছিল,খাবারটি খুব ভালো ছিল, এবং এটি একটি মহান চুক্তি।",positive
"জ্যাজ রাতে এটা অট্ট এবং তীক্ষ্ন হতে পারে, একটি বিট খুব ছোট লাইভ সঙ্গীতের স্থানের জন্য ।",negative
বরং রাস্তায় ঘুরে তমারির কাছে যাও,negative
আমি এই রেস্তোরাঁয় কখনোআ দেখা করব না।,negative
"একটি ভাল পিজাতে টমেটো টাটকা সস, তাজা মজেজ পনির, তুঁত এবং আধা কেজি আমদানীযুক্ত আটা সংমিশ্রণ, থাকে",positive
"কেন আমরা বসে থাকি না তা সব ধরনের ব্যাখ্যা শোনা ,পরের ঘন্টা এবং অর্ধেকের জন্য আমরা এই পর্যটক রেস্টুরেন্টের ভিড়ের লবি অঞ্চলে দাঁড়িয়ে থাকি ।",negative
এটা খাবার শুধু এনওয়াইসি মধ্যে সেরা,positive
ধারণা রেস্টুরেন্টে সপ্তাহে অংশ সিদ্ধান্ত নিয়েছি পৌঁছনো মেনু পরিবেশন না আলোচনার করুণা দেখিয়েছেন এন অন্যথায় সিদ্ধান্ত নিয়েছে গত খাদ্য আসার উদ্বাস্তু মত অপেক্ষা,negative
"সন্দেহ ছাড়া এটি একটি,রোজারিও অস্তিত্বের মধ্যে সবচেয়ে বড় pizzerias.",positive
বন্ধু ইফতারের গতকাল অপরাহ্ণ কিউয়িং ইফতারের প্লেটার আদেশ ইফতারের সময় মিনিট ইফতারের পেয়েছিলাম আসলে কিউ অপ্রত্যাশিত বজায় খাদ্য পরিবেশ সত্যিই মহান,negative
সবকিছু সুস্বাদু সামগ্রিকভাবে রেস্টুরেন্টটি অন্যান্য সুশি প্রিয় ব্যয়বহুল,negative
খারাপ এক না নেই টেস্ট করুন ক্ষমা চাচ্ছি অতি ক্ষুদ্র ফালতু শুধু বড় চা অনুক্রমে পরিবেশন বলছি চেষ্টা করছি জানবে,negative
মতে সবচেয়ে আরামদায়ক জায়গা বিশেষ আচরণ খুবই বন্ধুত্বপূর্ণ,positive
ঢাকা শহরের সেরা,positive
আপনি সীফুড খাবার ভালবাসেন তাই আপনি এই জায়গা পছন্দ করবেন!,positive
"যাইহোক, এই শেষ সময় আমি উইলিয়ামসবার্গকে অতিক্রম করি।",negative
হতাশাদায়ক খাদ্য অকথিত সেবা,negative
দাম জ্ঞানী মানের সুষম না অবিশ্বাস্য রকমের অতিরিক্ত দামী,negative
স্বাদ ভাল পরিবেশন দ্রুত ডেকোরেশনটা একটু আপগ্রেড,positive
তার মেনুর আইটেমের পরামর্শগুলি চিহ্নের উপরই ছিল এবং সেবা মনোযোগী ছিল,positive
প্রেমে হাউস ওয়ারী ফ্রেশ বাংলাদেশে সুস্বাদু খাদ্য সবচাইতে ভাল,negative
"আমি একটি চিকেন Teriyaki থালার আদেশ করি,মুরগির অত্যন্ত শুষ্ক ছিল যা খাওয়া যায় নি,।",negative
খাদ্য মাঝারি মানের শান্ত হোন না ভাল বিকল্প সর্বদা মালিকদের সিনিয়র নাগরিকদের ভীড় পরিবারের ঝুলন্ত আউট সবচেয়ে খারাপ পছন্দ আচরণ মাঝারি মানের দূরে গ্রাহকরা পালিয়ে সর্বাধিক ন্যক্কারজনক জি সুন্দর রাশিং,negative
"Bagels একটি অসাধারণ জমিন সঙ্গে একটি অসামান্য স্বাদ আছে, উভয় chewy এখনও gummy না।",positive
খারাপ খাদ্য কখনো জীবনে দেখেছি কিন জানিনা আপনারা ঝুঁকিতে খাওয়া,negative
কাফে সম্পর্কে অবস্থান অনুভূত ভাল কম গ্রাহকদের কারণে জিজ্ঞাসা পরিবেশন সক্ষম কর্মচারীদের হ্যাঁ প্রত্যুত্তর সংস্কার আশ্চর্যের বিষয় পুরানো দুর্গন্ধযুক্ত মুরগীর বাংলাদেশের সেট মেনুতে সহকর্মীরা পোড়া মাশরুম উভয় এক এক ক্রম তৃতীয় খাবার মন সার্ভিস দায়িত্ব পালন অভিযোগ ছাড় বিল টাকা চুপটি শুধুমাত্র শো সার্ভিস জানত বরাবর গিয়েছিলাম খুবই হতাশাজনক পরিদর্শন না সমকক্ষ সুপারিশ,negative
সময় অর্থ অপচয় না,negative
ভ্যাট সার্ভিস চার্জ এমনকি হোম ডেলিভারির বিরক্তিকর আচরণ,negative
"এই জায়গাটি সস্তা নয়,এটা সত্য ।",negative
খাবার ছিল মসলাযুক্ত এবং সুস্বাদু।,positive
খাবারটা ভাল ব্যয়বহুল,positive
"আমি যে জিনিসটি পেয়েছি তা উপভোগ করেছি একটি দুর্দান্ত উপায়ে প্রস্তুত, মাছ এবং তাজা সব সর্বদা।",positive
শুধু আমেরিকান বার্গার শতাংশ মাংস ক্ষুদ্র ভিতরে এছাড়াও বাংলাদেশে রিয়েল বার্গার উত্পাদন এখনো প্রকৃত বার্গার উদ্ধার,negative
জাঁ ভালবাসার বড় ফ্যান খাদ্য কফি ভাল পরিবেশ পছন্দ,negative
প্রিয় জায়গা সেরা,positive
এটি আমাদের একটি প্রিয় জায়গা এনওয়াইতে খাওয়ার জ্ন্য ।,positive
সাশ্রয়ী মূল্যের খাবারের স্বাদও ভাল,positive
খাদ্য (যা অসাধারণ) চেয়েও সেবা হল বিস্ময়কর জিনিস,positive
খাদ্য মানের প্রাইস খাদ্য মানের আপগ্রেড ভাল না,negative
"এছাড়াও ক্লায়েন্ট লাঞ্চ মিটিং এর জন্য ভাল, esp",positive
এটা কোথায় আপনি খেতে এবং সুখী হতে পারেন।,positive
"ডিমের সমষ্টি ঠিক আছে কিন্তু তার যে তাজা স্বাদ নেই, এবং সামান্য পাত্রে তারা (এখানে চীনা চীনা অভাব নোট এছাড়াও) বাষ্পীয় হিসাবে গরম হয় না।",negative
এই জায়গাটি মহান।,positive
সেটিং নৈমিত্তিক এবং রোমান্টিক হয়।,positive
ইফতার বক্স সেট মনু প্রতিটি মুরগীর বয়সে মেয়াদ শেষ কখনো খাবার খেতে স্থান সম্পর্কে চিন্তা না পরিবেশিত কম প্রাপ্য খারাপ খাদ্য,negative
আমি সন্তুষ্টির জন্য বিভিন্ন সশিমী প্লেটের সন্ধান পেয়েছি - যা তাজা এবং সুস্বাদু।,positive
"সর্বদা একটি সুন্দর ভিড়, কিন্তু কোন কোলাহল নেই।",positive
আমি প্রার্থনা করি এটি যেন সবসময় খোলা থাকে।,positive
গ্রাহকের স্বাস্থ্যের বেশি মনোযোগী না শুধু অর্থ উপার্জন,negative
আমি বিশেষ করে তাদের হলুদফোনের টুনা এবং তাদের চুঙ্গির নির্বাচন পছন্দ করি,positive
খাবারটি ভালো ডিনারটা আরো উপভোগ করতাম বসার জায়গাটা আরো প্রশস্ত,positive
"সত্যিই একটি চমৎকার খুঁজে পাওয়া যায় নি, থিয়েটার জেলায় অনেক গরীব অভিজ্ঞবান মানুষ।",positive
চিত্তাকর্ষক সেবা খাদ্য মান মানের ক্রমবর্ধমান রাখুন,positive
সরল শব্দ জালিয়াতি আদেশ পনির পুরি আদেশ পুরি রাস্তায় পার্থক্য পনির বিভ্রান্তিকর পারবেন না বিক্রয় লেবেলের অধীনে না দয়া,negative
"শাট ডাউন করার জন্য ভয়ঙ্কর, ভয়ঙ্কর ব্যবস্থাপনা",negative
বাংলাদেশের মুরগির খারাপ গন্ধ খারাপ খাদ্য মান কখনো খাবার খারাপ অভিজ্ঞতা,negative
আমি কখনও কখনও সেরা রাভিওলি ছিলাম।,positive
চমৎকার রেস্টুরেন্টে পরিবেশ অসাধারন খাবার কাপড় আচরণ পছন্দ,negative
গিগিনো খুব উপভোগ্য ওয়াগনার পার্কের ।,positive
"শুধুমাত্র রান্নাই যে সেরা তা নয় , সেবা সবসময় মনোযোগী এবং ভাল হয়েছে।",positive
এটা ভাল পরিচালিত হতে পারে।,negative
চিকেন বার্গার সম্পূর্ণভাবে ফাউল সার্ভিস লিন্দী পাস্তা ডোসা ঠিক নয় ভাল প্লেস,negative
আমি কথা বলেছি যেহেতু সবাই অতিরিক্ত মাইল পারি দিতে ইচ্ছুক একটি বন্ধু যেহেতু অতিরিক্ত বন্ধুত্বপূর্ণ এবং সহায়ক।,positive
"এই থিয়েটার আমাদের বিকালে নিখুঁত শান্ত, ঝিম, এবং সুস্বাদু সঙ্গীতের জন্য ছিল।",positive
"কিন্তু তারা সমস্ত সাধারণ পিজ্জারিয়া faves এবং ঈশ্বরমোহর পিষ্টক মত কিছু সত্যিই চমৎকার কাজ করেছেন বিশেষ ভয়ঙ্কর অফার একটি, (স্বাভাবিকের চেয়ে একটি জলপাই তেল-মাজা crust এবং কম টমেটো সস সঙ্গে প্রথাগত সমতল পিজা একটি ধরন)।",positive
পরিবার সবচেয়ে ভাল জায়গা খাবারের মানের পরিমাণ সবকিছু আরব মাস্টার ধন্যবাদ,positive
ঠান্ডা উপভোগ কর,negative
ভাল খাদ্য অসাধারণ সেবা বছর আসছি সেরা জিনিস খাবারের মান সার্ভিসে সামঞ্জস্যতা রাখে,positive
"খাদ্য এই বিশ্বের বাইরে,কর্মীরা বাসস্থানের পাশাপাশি আম্বানিয়ার উত্তেজনাপূর্ণ এবং এখনো নিখুঁত ছিল",positive
আমার এবং আমার মেয়ে স্পষ্টভাবে ফিরে যেতে হবে।,positive
খাদ্য সবকিছু চাকরি জায়গা ভালোবাসি নিখুঁত,positive
স্পষ্টভাবে এটি রেস্টুরেন্ট না!,negative
ক্যাপ্টেন কুক বিশেষ গরুর মাংস রসুন সস মহান পুলি মহান সরস যথেষ্ট জগাখিচুড়ি মসলা যথেষ্ট কান্নাকাটি স্থান চমৎকার শীতলতা পরিবেষ্টনকারী স্কাই ভিউ মহান দাম ওয়ার্থ অভিজ্ঞতা খাদ্য,positive
ঘন্টারও বেশী সময় টুক খাদ্য পরিবেশন খাদ্য অন্যান্য শপ খারাপ ভাল সত্যিই না,negative
